Date, Open, High, Low, Close, Volume
07/12/24, 557.63, 563.67, 557.15, 559.99, 53084406
07/11/24, 561.44, 562.33, 555.83, 556.48, 53054180
07/10/24, 557.07, 561.67, 556.77, 561.32, 38701219
07/09/24, 556.26, 557.18, 555.52, 555.82, 27314131
07/08/24, 555.44, 556.2501, 554.19, 555.28, 36110449
07/05/24, 551.77, 555.05, 551.12, 554.64, 41488391
07/03/24, 548.69, 551.83, 548.65, 551.46, 32789910
07/02/24, 543.70, 549.01, 543.65, 549.01, 40434793
07/01/24, 545.63, 545.88, 542.52, 545.34, 40297809
06/28/24, 547.16, 550.28, 542.95, 544.22, 76144547
06/27/24, 545.37, 546.96, 544.61, 546.37, 35041480
06/26/24, 543.69, 546.24, 543.03, 545.51, 38550641
06/25/24, 543.99, 545.20, 542.44, 544.83, 38273352
06/24/24, 544.33, 546.95, 542.62, 542.74, 45528648
06/21/24, 544.40, 545.65, 543.02, 544.51, 64513859
06/20/24, 549.44, 550.12, 545.18, 547.00, 70328234
06/18/24, 547.16, 548.62, 546.73, 548.49, 41376422
06/17/24, 542.08, 548.53, 541.6072, 547.10, 55839461
06/14/24, 540.88, 542.81, 539.85, 542.78, 40089898
06/13/24, 543.15, 543.325, 539.59, 542.45, 44760953
06/12/24, 541.63, 544.12, 540.30, 541.36, 63251312
06/11/24, 534.07, 537.01, 532.05, 536.95, 36383406
06/10/24, 533.18, 535.99, 532.57, 535.66, 35729246
06/07/24, 533.66, 536.89, 532.535, 534.01, 43224527
06/06/24, 534.98, 535.42, 532.68, 534.66, 30808529
06/05/24, 530.77, 534.69, 528.7254, 534.67, 47610367
06/04/24, 526.46, 529.15, 524.96, 528.39, 34632660
06/03/24, 529.02, 529.31, 522.60, 527.80, 46835699
05/31/24, 523.59, 527.50, 518.36, 527.37, 90785758
05/30/24, 524.52, 525.20, 521.33, 522.61, 46468512
05/29/24, 525.68, 527.31, 525.37, 526.10, 45190320
05/28/24, 530.27, 530.51, 527.11, 529.81, 36269602
05/24/24, 527.85, 530.27, 526.881, 529.44, 41291078
05/23/24, 532.96, 533.07, 524.72, 525.96, 57211199
05/22/24, 530.65, 531.38, 527.60, 529.83, 48389969
05/21/24, 529.28, 531.52, 529.07, 531.36, 33437000
05/20/24, 529.57, 531.5601, 529.17, 530.06, 37764207
05/17/24, 528.81, 529.52, 527.32, 529.45, 59187594
05/16/24, 529.88, 531.5218, 528.54, 528.69, 50244832
05/15/24, 525.83, 530.08, 525.18, 529.78, 59504898
05/14/24, 521.11, 523.83, 520.56, 523.30, 57535871
05/13/24, 522.56, 522.67, 519.74, 520.91, 36716359
05/10/24, 521.81, 522.635, 519.59, 520.84, 52233168
05/09/24, 517.38, 520.2074, 516.705, 520.17, 43643672
05/08/24, 515.26, 517.74, 515.14, 517.19, 42047207
05/07/24, 517.56, 518.57, 516.45, 517.14, 52561301
05/06/24, 513.75, 516.61, 513.30, 516.57, 47264699
05/03/24, 511.16, 512.55, 508.56, 511.29, 72756711
05/02/24, 504.15, 505.89, 499.55, 505.03, 62550180
05/01/24, 501.38, 508.19, 499.865, 500.35, 80242844
04/30/24, 508.56, 509.56, 501.98, 501.98, 77483570
04/29/24, 510.09, 510.75, 507.25, 510.06, 46415449
04/26/24, 506.35, 509.88, 505.70, 508.26, 64306121
04/25/24, 499.18, 504.27, 497.49, 503.49, 69122367
04/24/24, 506.56, 507.37, 503.13, 505.41, 55928078
04/23/24, 501.78, 506.09, 499.5328, 505.65, 64633621
04/22/24, 497.83, 502.38, 495.43, 499.72, 67961047
04/19/24, 499.44, 500.455, 493.86, 495.16, 102212602
04/18/24, 501.98, 504.13, 498.56, 499.52, 74548086
04/17/24, 506.05, 506.22, 499.12, 500.55, 75910312
04/16/24, 504.94, 506.50, 502.21, 503.53, 73484016
04/15/24, 515.13, 515.30, 503.58, 504.45, 92101445
04/12/24, 514.37, 515.815, 509.08, 510.85, 92561086
04/11/24, 515.68, 519.48, 512.08, 518.00, 70099008
04/10/24, 513.48, 516.16, 512.09, 514.12, 82652805
04/09/24, 520.50, 520.75, 514.35, 519.32, 68124391
04/08/24, 519.15, 520.18, 517.89, 518.72, 48401754
04/05/24, 514.46, 520.44, 514.01, 518.43, 74546477
04/04/24, 523.52, 523.8674, 512.755, 513.07, 96858070
04/03/24, 517.72, 520.95, 517.665, 519.41, 59155762
04/02/24, 518.24, 518.98, 516.48, 518.84, 74230312
04/01/24, 523.83, 524.38, 520.97, 522.16, 62477539
03/28/24, 523.21, 524.61, 522.78, 523.07, 96294891
03/27/24, 521.71, 523.21, 519.485, 523.17, 82999773
03/26/24, 521.23, 521.58, 518.40, 518.81, 65463738
03/25/24, 519.80, 520.95, 519.61, 519.77, 48512113
03/22/24, 522.11, 522.605, 520.97, 521.21, 79070844
03/21/24, 523.39, 524.11, 521.91, 522.20, 60256113
03/20/24, 515.77, 520.62, 515.08, 520.48, 69594570
03/19/24, 512.15, 515.995, 511.12, 515.71, 60755262
03/18/24, 514.00, 515.48, 512.44, 512.86, 88893328
03/15/24, 510.21, 511.70, 508.122, 509.83, 107646305
03/14/24, 516.97, 517.125, 511.82, 514.95, 110171797
03/13/24, 517.11, 517.29, 514.49, 515.97, 55104090
03/12/24, 513.45, 517.38, 510.86, 516.78, 73114438
03/11/24, 510.48, 511.88, 508.50, 511.28, 62557180
03/08/24, 515.46, 518.2201, 511.13, 511.72, 86532547
03/07/24, 513.14, 515.89, 509.8053, 514.81, 58652090
03/06/24, 510.55, 512.069, 508.42, 509.75, 68382367
03/05/24, 510.24, 510.70, 504.91, 507.18, 72855617
03/04/24, 512.03, 514.20, 512.00, 512.30, 49799262
03/01/24, 508.98, 513.29, 508.56, 512.85, 76844844
02/29/24, 508.07, 509.74, 505.35, 508.08, 83924797
02/28/24, 505.33, 506.855, 504.96, 506.26, 56506633
02/27/24, 506.70, 507.16, 504.75, 506.93, 48854527
02/26/24, 508.30, 508.75, 505.86, 505.99, 50386738
02/23/24, 509.27, 510.13, 507.10, 507.85, 61321820
02/22/24, 504.01, 508.49, 503.02, 507.50, 76402547
02/21/24, 495.42, 497.37, 493.56, 497.21, 59603770
02/20/24, 497.72, 498.41, 494.45, 496.76, 71736734
02/16/24, 501.70, 502.87, 498.75, 499.51, 75532930
02/15/24, 499.29, 502.20, 498.795, 502.01, 61682961
02/14/24, 496.79, 499.07, 494.40, 498.57, 68387828
02/13/24, 494.53, 497.09, 490.715, 494.08, 113099203
02/12/24, 501.17, 503.50, 500.24, 500.98, 56502281
02/09/24, 498.84, 501.65, 498.49, 501.20, 63979379
02/08/24, 498.10, 498.71, 497.26, 498.32, 52343641
02/07/24, 496.29, 498.53, 495.36, 498.10, 70556516
02/06/24, 493.52, 494.32, 492.05, 493.98, 55918602
02/05/24, 493.695, 494.3778, 490.23, 492.55, 75757102
02/02/24, 489.65, 496.05, 489.30, 494.35, 99228195
02/01/24, 484.63, 489.23, 483.80, 489.20, 91891641
01/31/24, 488.62, 489.0813, 482.86, 482.88, 126011102
01/30/24, 490.56, 491.62, 490.11, 490.89, 58618391
01/29/24, 487.73, 491.415, 487.17, 491.27, 61322754
01/26/24, 487.59, 489.12, 486.54, 487.41, 76641609
01/25/24, 487.575, 488.305, 485.39, 488.03, 72524992
01/24/24, 487.81, 488.77, 484.8819, 485.39, 81765039
01/23/24, 484.01, 485.105, 482.89, 484.86, 49945301
01/22/24, 484.01, 485.22, 482.78, 483.45, 75844930
01/19/24, 477.65, 482.72, 476.5374, 482.43, 110834492
01/18/24, 474.01, 477.06, 472.42, 476.49, 91856250
01/17/24, 471.82, 472.79, 469.87, 472.29, 68843875
01/16/24, 475.26, 476.6098, 473.06, 474.93, 85014875
01/12/24, 477.84, 478.60, 475.23, 476.68, 58026422
01/11/24, 477.59, 478.12, 472.26, 476.35, 77940719
01/10/24, 474.16, 477.4481, 473.87, 476.56, 67310641
01/09/24, 471.87, 474.93, 471.35, 473.88, 65931438
01/08/24, 468.43, 474.75, 468.30, 474.60, 74879070
01/05/24, 467.49, 470.44, 466.43, 467.92, 86118914
01/04/24, 468.30, 470.96, 467.05, 467.28, 84232172
01/03/24, 470.43, 471.19, 468.17, 468.79, 103585906
01/02/24, 472.16, 473.67, 470.49, 472.65, 123007797
12/29/23, 476.49, 477.03, 473.30, 475.31, 122283102
12/28/23, 476.88, 477.55, 476.26, 476.69, 77158117
12/27/23, 475.44, 476.66, 474.89, 476.51, 68000312
12/26/23, 474.07, 476.58, 473.99, 475.65, 55386953
12/22/23, 473.86, 475.38, 471.70, 473.65, 67160414
12/21/23, 471.33, 472.975, 468.84, 472.70, 86667469
12/20/23, 473.96, 475.895, 467.82, 468.26, 102921000
12/19/23, 472.53, 474.92, 472.45, 474.84, 55761809
12/18/23, 470.98, 472.98, 469.8929, 471.97, 70375289
12/15/23, 469.49, 470.70, 467.4263, 469.33, 141553703
12/14/23, 472.50, 473.73, 469.25, 472.01, 119026000
12/13/23, 464.49, 470.7599, 464.12, 470.50, 93277961
12/12/23, 461.63, 464.20, 460.60, 464.10, 68327617
12/11/23, 459.69, 462.17, 459.47, 461.99, 65002246
12/08/23, 457.46, 460.745, 457.21, 460.20, 83194398
12/07/23, 456.91, 458.90, 456.29, 458.23, 66995445
12/06/23, 458.81, 458.84, 454.31, 454.76, 69124688
12/05/23, 455.26, 457.59, 454.87, 456.60, 69793469
12/04/23, 455.60, 459.1206, 454.34, 456.69, 72430891
12/01/23, 455.77, 459.65, 455.16, 459.10, 89183398
11/30/23, 455.48, 456.76, 453.34, 456.40, 79752703
11/29/23, 457.15, 458.32, 454.20, 454.61, 63145992
11/28/23, 454.08, 456.27, 453.50, 454.93, 62115008
11/27/23, 454.65, 455.4901, 454.0799, 454.48, 50505992
11/24/23, 455.07, 455.50, 454.73, 455.30, 29737381
11/22/23, 454.98, 456.38, 453.8895, 455.02, 59446566
11/21/23, 453.1842, 454.131, 451.9599, 453.27, 49244641
11/20/23, 450.53, 455.125, 450.52, 454.26, 70055633
11/17/23, 450.24, 451.42, 449.29, 450.79, 83193906
11/16/23, 449.22, 450.56, 448.12, 450.23, 66665797
11/15/23, 450.11, 451.38, 448.80, 449.68, 77327570
11/14/23, 446.32, 450.06, 446.09, 448.73, 97176945
11/13/23, 439.23, 441.33, 438.42, 440.19, 52236070
11/10/23, 435.98, 440.93, 433.8335, 440.61, 89558047
11/09/23, 438.43, 438.47, 433.40, 433.84, 83174414
11/08/23, 437.55, 438.09, 434.87, 437.25, 61746031
11/07/23, 435.69, 437.585, 434.51, 436.93, 64256113
11/06/23, 435.47, 436.1498, 433.68, 435.69, 67831664
11/03/23, 433.14, 436.29, 433.01, 434.69, 100167797
11/02/23, 426.58, 430.915, 426.56, 430.76, 94938914
11/01/23, 419.20, 423.50, 418.6499, 422.66, 98068117
10/31/23, 416.18, 418.53, 414.21, 418.20, 79665148
10/30/23, 413.56, 416.68, 412.22, 415.59, 86562680
10/27/23, 414.19, 414.60, 409.21, 410.68, 107367695
10/26/23, 416.45, 417.325, 411.60, 412.55, 115156797
10/25/23, 421.89, 421.92, 417.015, 417.55, 94223203
10/24/23, 422.65, 424.82, 420.74, 423.63, 78564242
10/23/23, 419.61, 424.45, 417.80, 420.46, 92035102
10/20/23, 425.98, 426.54, 421.08, 421.19, 123919906
10/19/23, 430.95, 432.82, 425.725, 426.43, 121323000
10/18/23, 434.19, 435.18, 429.09, 430.21, 93559797
10/17/23, 432.81, 438.14, 432.45, 436.02, 75324711
10/16/23, 433.82, 437.14, 433.57, 436.04, 75433195
10/13/23, 435.21, 436.45, 429.88, 431.50, 95201125
10/12/23, 436.95, 437.335, 431.23, 433.66, 81154234
10/11/23, 435.64, 436.58, 433.18, 436.32, 62451738
10/10/23, 432.94, 437.22, 432.53, 434.54, 78607273
10/09/23, 427.58, 432.88, 427.0101, 432.29, 80374359
10/06/23, 421.97, 431.125, 420.60, 429.54, 113273297
10/05/23, 424.36, 425.37, 421.1701, 424.50, 70142734
10/04/23, 422.07, 425.4299, 420.56, 424.66, 87452969
10/03/23, 425.06, 427.3729, 420.18, 421.59, 103760602
10/02/23, 426.62, 428.60, 424.46, 427.31, 83798602
09/29/23, 431.67, 431.85, 425.91, 427.48, 115111297
09/28/23, 425.48, 430.2499, 424.87, 428.52, 92258312
09/27/23, 427.09, 427.67, 422.29, 426.05, 104705797
09/26/23, 429.09, 429.82, 425.02, 425.88, 96168438
09/25/23, 429.17, 432.27, 428.72, 432.23, 70874531
09/22/23, 432.45, 434.10, 429.99, 430.42, 100829695
09/21/23, 435.70, 435.97, 431.23, 431.39, 104095797
09/20/23, 444.01, 444.435, 438.43, 438.64, 82562602
09/19/23, 442.68, 443.29, 439.94, 442.71, 66514648
09/18/23, 443.05, 444.97, 442.56, 443.63, 55752207
09/15/23, 447.14, 447.48, 442.92, 443.37, 111848898
09/14/23, 449.07, 451.08, 447.715, 450.36, 83430805
09/13/23, 446.22, 447.71, 445.0793, 446.51, 60199273
09/12/23, 446.95, 448.53, 445.39, 445.99, 67565422
09/11/23, 448.24, 448.77, 446.4699, 448.45, 60180121
09/08/23, 444.90, 447.11, 444.53, 445.52, 62068441
09/07/23, 443.11, 445.55, 442.75, 444.85, 70355430
09/06/23, 448.40, 448.51, 443.81, 446.22, 70758516
09/05/23, 450.73, 451.06, 449.17, 449.24, 55166207
09/01/23, 453.17, 453.67, 449.68, 451.19, 58944102
08/31/23, 451.65, 452.83, 450.16, 450.35, 66084562
08/30/23, 449.51, 451.67, 448.78, 451.01, 69053914
08/29/23, 442.65, 449.45, 442.46, 449.16, 83081922
08/28/23, 442.24, 443.40, 439.9728, 442.76, 61595391
08/25/23, 438.68, 441.30, 435.00, 439.97, 102325102
08/24/23, 444.69, 445.22, 436.855, 436.89, 88517273
08/23/23, 439.25, 443.67, 439.10, 443.03, 68441023
08/22/23, 441.18, 441.18, 437.57, 438.15, 65062859
08/21/23, 437.55, 440.11, 435.32, 439.34, 68718961
08/18/23, 433.37, 437.57, 433.01, 436.50, 98851961
08/17/23, 441.16, 441.43, 435.75, 436.29, 95711320
08/16/23, 442.46, 444.18, 439.53, 439.64, 80107211
08/15/23, 446.27, 446.64, 442.30, 442.89, 75707531
08/14/23, 444.70, 448.11, 444.38, 448.11, 47867441
08/11/23, 443.97, 446.7007, 443.345, 445.65, 68690898
08/10/23, 448.19, 451.70, 444.70, 445.91, 93005508
08/09/23, 449.03, 449.1999, 444.96, 445.75, 78789586
08/08/23, 448.08, 450.6952, 445.2705, 448.75, 71361320
08/07/23, 448.71, 450.865, 447.99, 450.71, 58357461
08/04/23, 450.72, 452.895, 446.27, 446.81, 100128898
08/03/23, 448.04, 450.79, 447.37, 448.84, 64419688
08/02/23, 453.25, 453.52, 449.3499, 450.13, 93933367
08/01/23, 456.27, 457.25, 455.49, 456.48, 55502199
07/31/23, 457.41, 458.16, 456.045, 457.79, 62040449
07/28/23, 455.88, 457.78, 452.4918, 456.92, 80011789
07/27/23, 459.02, 459.44, 451.55, 452.49, 92194383
07/26/23, 454.47, 456.99, 453.38, 455.51, 71052891
07/25/23, 453.92, 456.735, 453.87, 455.44, 55191238
07/24/23, 453.37, 455.04, 452.298, 454.20, 54023379
07/21/23, 453.96, 454.165, 452.17, 452.18, 71275617
07/20/23, 454.17, 455.10, 451.44, 452.18, 70591641
